Id,SalePrice
1603,41097.008
1604,277258.16
1605,236548.61
1606,161150.69
1607,204220.66
1608,198550.95
1609,207294.08
1610,161320.6
1611,135774.06
1612,196828.17
1613,165484.86
1614,118151.37
1615,78264.766
1616,78264.766
1617,81993.87
1618,133671.77
1619,135327.31
1620,242049.9
1621,134718.23
1622,135030.92
1623,240650.94
1624,206245.42
1625,122619.08
1626,148545.36
1627,186594.66
1628,260376.25
1629,173907.44
1630,355097.78
1631,241085.1
1632,259150.48
1633,163381.05
1634,184556.6
1635,184811.45
1636,178863.72
1637,187703.02
1638,213243.34
1639,165646.38
1640,248890.77
1641,162897.19
1642,215704.33
1643,225278.2
1644,218792.56
1645,179296.66
1646,153805.23
1647,163971.39
1648,150074.8
1649,134740.6
1650,117655.05
1651,123834.8
1652,93306.36
1653,92391.586
1654,161593.9
1655,156608.89
1656,150257.67
1657,164724.34
1658,157116.92
1659,130112.59
1660,148633.36
1661,440196.3
1662,408242.53
1663,389586.75
1664,394758.4
1665,384538.94
1666,289707.4
1667,366925.4
1668,393638.5
1669,307074.8
1670,395339.34
1671,284600.5
1672,403835.9
1673,300590.0
1674,274181.97
1675,195821.25
1676,189576.84
1677,227121.75
1678,409616.06
1679,338064.28
1680,322758.0
1681,313542.8
1682,334346.62
1683,180362.34
1684,177299.23
1685,172993.19
1686,182622.28
1687,158193.12
1688,183943.17
1689,182393.4
1690,183468.58
1691,173844.42
1692,279735.62
1693,159274.44
1694,176694.1
1695,169411.31
1696,264210.88
1697,165749.4
1698,331729.53
1699,335774.62
1700,243535.97
1701,264592.12
1702,280467.53
1703,274501.16
1704,264666.06
1705,249007.81
1706,390631.8
1707,234953.45
1708,195739.28
1709,298806.25
1710,222876.48
1711,229280.61
1712,246418.2
1713,241094.3
1714,210148.05
1715,194333.67
1716,189542.5
1717,156738.58
1718,135499.06
1719,197761.22
1720,231094.97
1721,173302.14
1722,132579.92
1723,160068.25
1724,205088.6
1725,240065.28
1726,189445.1
1727,178925.14
1728,184196.83
1729,138255.77
1730,139965.81
1731,137829.36
1732,113056.18
1733,106451.445
1734,128732.57
1735,131834.16
1736,124549.09
1737,303135.12
1738,206689.05
1739,309646.78
1740,263752.44
1741,186380.7
1742,168614.11
1743,177654.0
1744,271498.28
1745,263482.9
1746,204447.69
1747,214764.62
1748,249668.86
1749,160710.36
1750,156199.0
1751,236759.4
1752,102297.914
1753,154414.86
1754,215003.78
1755,172272.58
1756,121657.42
1757,111668.836
1758,141880.52
1759,159400.4
1760,154582.39
1761,146467.66
1762,166002.05
1763,181253.3
1764,126254.09
1765,148086.66
1766,141669.19
1767,186360.98
1768,140238.25
1769,170899.19
1770,142039.45
1771,137408.6
1772,142518.7
1773,133018.12
1774,134958.97
1775,131409.5
1776,115670.25
1777,106508.82
1778,138586.58
1779,107456.84
1780,187111.25
1781,125392.78
1782,92268.13
1783,121853.77
1784,94157.7
1785,117140.04
1786,177831.12
1787,138357.6
1788,69306.48
1789,97201.55
1790,59538.195
1791,190451.19
1792,138516.69
1793,137786.52
1794,168278.69
1795,151372.62
1796,123330.125
1797,123429.2
1798,125145.96
1799,103848.44
1800,126987.68
1801,125704.68
1802,156008.89
1803,178685.89
1804,148702.69
1805,139574.86
1806,142199.66
1807,125959.33
1808,114279.05
1809,114710.57
1810,140901.3
1811,82115.16
1812,102004.195
1813,121919.8
1814,80444.086
1815,67173.5
1816,88567.016
1817,112039.945
1818,128873.95
1819,107287.27
1820,38434.188
1821,117481.26
1822,144186.7
1823,21505.822
1824,163890.25
1825,119119.72
1826,90773.56
1827,105037.51
1828,122814.516
1829,107448.336
1830,149479.86
1831,160790.23
1832,148161.8
1833,128960.38
1834,130013.86
1835,125650.51
1836,138399.56
1837,99382.28
1838,107959.34
1839,94999.15
1840,161097.06
1841,144924.8
1842,98391.33
1843,138847.47
1844,134239.1
1845,125109.69
1846,149283.7
1847,185779.83
1848,70771.29
1849,117961.54
1850,124543.75
1851,131077.06
1852,129966.01
1853,146753.58
1854,167296.83
1855,148935.3
1856,206733.2
1857,136626.67
1858,153379.72
1859,127602.32
1860,164592.6
1861,123424.26
1862,298223.78
1863,298223.78
1864,298223.78
1865,319643.34
1866,376413.22
1867,239902.33
1868,294430.78
1869,188586.52
1870,203800.22
1871,246398.47
1872,186995.12
1873,224760.81
1874,135303.69
1875,191591.22
1876,198029.4
1877,190118.73
1878,230416.73
1879,130314.266
1880,135217.78
1881,228209.94
1882,235738.78
1883,206378.62
1884,221192.88
1885,206221.62
1886,300511.2
1887,213552.28
1888,239626.56
1889,157920.9
1890,126899.305
1891,144230.98
1892,114417.44
1893,121875.16
1894,110225.11
1895,150735.31
1896,106146.1
1897,95537.19
1898,107649.266
1899,139614.0
1900,121217.57
1901,161737.3
1902,125780.945
1903,242442.88
1904,147751.05
1905,174643.7
1906,156281.84
1907,170920.86
1908,118833.23
1909,131069.945
1910,125377.35
1911,175380.1
1912,274614.8
1913,147994.73
1914,38255.074
1915,353720.8
1916,28443.701
1917,278957.97
1918,123501.266
1919,160787.62
1920,162394.94
1921,336780.66
1922,343297.0
1923,216817.83
1924,233060.78
1925,231008.6
1926,328274.0
1927,134752.55
1928,140772.77
1929,116259.6
1930,120767.33
1931,137034.58
1932,144974.16
1933,151351.11
1934,174943.42
1935,168153.88
1936,179243.66
1937,179752.75
1938,191229.05
1939,288915.84
1940,190023.75
1941,180592.47
1942,165832.42
1943,211536.27
1944,323749.4
1945,346656.7
1946,161640.14
1947,343552.47
1948,160280.72
1949,240419.25
1950,176463.06
1951,251432.27
1952,228846.33
1953,174898.06
1954,209340.14
1955,141317.0
1956,336981.16
1957,146517.8
1958,292591.47
1959,170842.14
1960,113943.11
1961,132252.98
1962,93306.36
1963,92391.586
1964,101442.12
1965,152228.78
1966,148598.06
1967,275743.25
1968,358132.44
1969,387364.25
1970,421341.75
1971,492807.97
1972,366033.5
1973,298709.38
1974,311283.8
1975,444123.34
1976,274994.8
1977,394966.28
1978,459319.5
1979,326975.47
1980,202496.95
1981,299079.94
1982,220375.92
1983,220375.92
1984,176592.52
1985,211009.58
1986,205202.08
1987,195423.88
1988,179469.44
1989,198596.78
1990,226699.11
1991,227121.75
1992,196852.38
1993,171458.8
1994,226310.52
1995,188941.88
1996,264688.03
1997,366454.38
1998,351155.28
1999,275708.03
2000,318691.84
2001,257183.3
2002,232249.38
2003,246760.84
2004,255032.5
2005,238618.16
2006,234911.33
2007,256154.5
2008,206664.61
2009,168989.67
2010,179305.89
2011,136281.81
2012,181315.19
2013,170333.27
2014,192735.31
2015,188835.78
2016,184987.08
2017,190392.89
2018,125604.14
2019,122428.5
2020,110189.27
2021,105840.125
2022,162695.2
2023,158026.81
2024,242157.05
2025,395069.88
2026,172532.52
2027,148353.11
2028,165746.56
2029,176079.27
2030,272257.47
2031,242673.97
2032,322240.06
2033,253676.77
2034,155072.61
2035,198670.28
2036,200182.08
2037,193136.44
2038,283338.22
2039,199061.34
2040,310104.53
2041,256809.53
2042,218733.73
2043,157183.47
2044,194158.25
2045,191407.67
2046,143726.11
2047,140881.02
2048,131490.48
2049,163591.22
2050,183895.11
2051,105091.31
2052,146360.55
2053,156092.98
2054,80557.63
2055,151490.75
2056,130407.13
2057,128571.84
2058,210528.78
2059,143642.8
2060,155161.36
2061,148058.27
2062,127767.92
2063,111128.62
2064,139864.81
2065,128095.38
2066,164545.98
2067,131965.72
2068,149232.31
2069,81382.945
2070,110722.81
2071,107433.69
2072,156286.92
2073,133621.67
2074,179654.55
2075,142973.66
2076,113918.445
2077,138114.77
2078,135825.48
2079,122929.35
2080,130699.47
2081,124925.72
2082,118680.1
2083,139128.06
2084,106097.83
2085,138404.19
2086,120864.57
2087,147465.58
2088,111369.02
2089,100812.734
2090,121707.32
2091,113134.266
2092,133327.62
2093,135341.38
2094,116938.91
2095,127422.46
2096,75554.086
2097,90141.836
2098,121647.445
2099,70925.14
2100,85767.22
2101,118858.38
2102,113919.09
2103,94820.11
2104,158327.31
2105,111934.54
2106,81881.81
2107,182598.42
2108,118234.44
2109,113499.86
2110,121806.37
2111,155870.0
2112,131502.39
2113,123326.016
2114,99429.016
2115,147204.36
2116,120555.37
2117,130880.086
2118,116953.41
2119,106447.79
2120,99724.83
2121,104459.31
2122,100748.914
2123,98185.484
2124,156760.4
2125,145308.56
2126,153979.0
2127,142793.11
2128,128144.625
2129,88497.87
2130,131601.64
2131,135891.95
2132,123898.46
2133,115669.48
2134,101694.15
2135,77734.17
2136,73958.25
2137,134293.0
2138,143858.84
2139,137232.06
2140,142658.77
2141,133778.25
2142,129729.12
2143,143418.31
2144,115986.73
2145,139538.8
2146,139174.52
2147,169594.3
2148,118750.52
2149,156427.08
2150,210314.06
2151,109036.37
2152,129479.32
2153,136910.62
2154,120263.695
2155,142558.12
2156,263540.97
2157,226175.44
2158,227996.53
2159,203127.69
2160,166266.0
2161,250431.48
2162,322485.38
2163,391877.3
2164,226625.4
2165,196044.16
2166,149832.25
2167,238458.9
2168,208003.83
2169,195712.4
2170,231431.97
2171,156751.14
2172,138876.6
2173,179238.19
2174,247961.58
2175,299066.8
2176,335772.72
2177,257050.39
2178,211376.34
2179,143187.34
2180,226859.81
2181,194648.62
2182,217298.7
2183,195607.16
2184,141206.8
2185,127416.51
2186,143862.0
2187,134348.98
2188,139232.53
2189,236294.95
2190,98836.914
2191,98836.914
2192,108531.65
2193,115127.14
2194,98174.805
2195,106753.89
2196,109400.51
2197,134534.12
2198,167278.17
2199,148212.83
2200,130736.5
2201,138977.55
2202,189220.47
2203,199272.19
2204,193115.44
2205,139855.2
2206,149043.14
2207,187167.66
2208,226188.39
2209,156398.75
2210,124291.61
2211,103517.29
2212,119587.66
2213,105288.836
2214,116670.78
2215,95417.36
2216,135538.88
2217,37701.84
2218,57748.79
2219,47909.227
2220,36621.523
2221,353720.8
2222,245966.0
2223,318871.8
2224,244244.2
2225,135701.31
2226,153236.58
2227,188379.98
2228,260511.36
2229,221313.78
2230,161516.72
2231,201738.27
2232,200718.48
2233,168279.8
2234,235221.81
2235,223107.44
2236,255535.23
2237,370240.12
2238,198776.98
2239,132174.81
2240,166579.45
2241,158899.7
2242,130829.04
2243,118526.05
2244,101156.55
2245,88910.945
2246,150701.83
2247,96606.03
2248,132731.23
2249,132284.02
2250,130407.51
2251,67253.69
2252,148976.92
2253,167200.02
2254,173454.75
2255,175517.8
2256,193492.06
2257,236196.05
2258,179994.8
2259,191097.06
2260,153590.06
2261,190464.45
2262,206934.6
2263,310723.84
2264,407813.72
2265,187287.64
2266,303220.72
2267,357613.34
2268,412762.56
2269,157561.06
2270,179962.19
2271,223853.38
2272,204816.33
2273,167852.34
2274,170026.53
2275,150127.19
2276,184077.6
2277,169734.27
2278,157040.38
2279,142108.02
2280,110619.484
2281,169361.56
2282,176168.62
2283,94614.52
2284,133505.0
2285,148166.19
2286,128616.36
2287,334486.0
2288,303030.78
2289,328724.5
2290,424880.9
2291,333745.16
2292,420664.0
2293,366284.56
2294,438389.8
2295,368121.66
2296,339991.6
2297,312392.2
2298,296968.5
2299,382920.34
2300,346104.03
2301,278378.38
2302,241498.84
2303,307341.72
2304,271937.0
2305,198379.66
2306,198379.66
2307,197381.38
2308,247795.86
2309,297689.0
2310,230481.56
2311,180362.34
2312,172556.7
2313,176118.56
2314,173538.81
2315,175241.66
2316,196641.86
2317,190629.81
2318,166348.47
2319,176688.38
2320,174553.95
2321,232100.14
2322,176647.6
2323,161484.98
2324,159274.44
2325,228459.7
2326,161618.27
2327,222909.64
2328,228620.12
2329,178229.78
2330,183038.83
2331,378942.4
2332,471456.2
2333,317218.16
2334,283285.0
2335,266570.97
2336,312410.97
2337,197349.38
2338,235035.69
2339,251802.77
2340,374294.06
2341,245462.19
2342,234662.56
2343,212139.11
2344,241007.86
2345,251655.12
2346,207045.34
2347,196367.88
2348,220261.2
2349,171112.66
2350,246458.62
2351,259211.28
2352,278919.4
2353,274251.53
2354,129213.0
2355,126104.4
2356,157818.22
2357,188067.64
2358,207966.53
2359,126974.12
2360,127036.62
2361,138146.11
2362,285196.34
2363,136974.1
2364,163391.48
2365,211804.75
2366,188152.14
2367,249012.8
2368,206190.56
2369,240819.69
2370,166029.75
2371,177042.23
2372,180328.97
2373,275662.0
2374,314195.62
2375,251697.12
2376,288752.5
2377,303207.97
2378,151978.12
2379,214068.36
2380,145973.45
2381,173552.22
2382,199862.75
2383,221392.1
2384,255081.64
2385,165602.94
2386,152499.48
2387,144951.89
2388,106369.65
2389,137710.45
2390,143705.4
2391,134976.86
2392,125197.055
2393,168724.94
2394,141692.97
2395,204672.61
2396,160288.98
2397,187629.28
2398,120802.12
2399,79613.11
2400,70299.48
2401,124946.33
2402,129975.43
2403,134084.55
2404,147223.31
2405,156988.7
2406,144676.23
2407,124586.75
2408,145231.67
2409,138623.98
2410,169740.9
2411,124821.16
2412,126646.26
2413,138131.1
2414,146018.7
2415,126614.016
2416,138441.4
2417,133730.03
2418,135244.34
2419,147502.84
2420,118999.25
2421,143131.64
2422,110565.805
2423,109676.19
2424,172966.95
2425,217050.16
2426,116945.93
2427,129025.95
2428,163996.88
2429,114116.016
2430,144350.84
2431,119860.99
2432,142205.08
2433,134888.45
2434,142794.47
2435,143308.38
2436,95722.05
2437,107884.1
2438,124566.555
2439,108622.57
2440,113132.98
2441,118130.07
2442,88297.23
2443,105287.03
2444,97838.89
2445,75145.06
2446,110519.734
2447,150431.44
2448,124900.82
2449,103591.95
2450,153348.27
2451,129812.53
2452,156679.4
2453,83351.83
2454,112005.016
2455,107524.6
2456,127444.09
2457,113176.35
2458,92915.83
2459,99989.0
2460,107164.055
2461,124249.18
2462,123167.92
2463,112337.49
2464,170047.28
2465,144942.9
2466,107621.96
2467,161263.06
2468,81282.42
2469,88894.16
2470,161585.28
2471,177735.33
2472,163156.52
2473,107552.19
2474,103354.43
2475,204866.34
2476,123980.73
2477,133836.44
2478,182902.89
2479,133323.94
2480,145982.64
2481,132564.0
2482,131672.19
2483,123249.586
2484,139596.97
2485,125478.31
2486,151703.42
2487,212353.45
2488,139699.9
2489,150283.61
2490,148176.36
2491,92832.4
2492,181471.58
2493,141678.5
2494,137606.22
2495,100009.31
2496,321087.84
2497,138941.64
2498,107669.08
2499,99051.96
2500,134783.0
2501,118062.49
2502,138926.4
2503,117718.69
2504,192218.78
2505,220313.1
2506,257527.89
2507,306517.16
2508,257527.89
2509,215669.97
2510,233544.27
2511,185338.84
2512,197809.89
2513,219259.4
2514,206003.44
2515,150885.61
2516,167176.89
2517,136590.58
2518,146278.5
2519,200542.27
2520,203582.27
2521,203421.19
2522,204653.1
2523,145675.28
2524,146798.8
2525,135594.84
2526,144497.11
2527,133728.77
2528,133947.78
2529,146563.08
2530,122680.25
2531,196580.55
2532,213505.03
2533,212463.05
2534,230201.48
2535,339148.0
2536,236890.4
2537,201684.4
2538,177942.08
2539,184620.67
2540,188504.53
2541,182189.66
2542,176960.03
2543,129904.67
2544,129972.2
2545,130602.41
2546,160101.98
2547,138467.3
2548,153617.6
2549,135513.02
2550,406361.72
2551,147715.12
2552,131462.64
2553,97444.07
2554,112151.234
2555,102402.26
2556,108949.78
2557,107264.25
2558,158466.73
2559,127086.055
2560,134699.73
2561,140785.52
2562,151624.6
2563,142091.2
2564,187643.6
2565,122491.8
2566,169011.11
2567,129374.53
2568,181804.86
2569,189092.39
2570,123464.99
2571,187735.06
2572,168128.53
2573,203270.7
2574,230915.64
2575,123676.875
2576,124334.88
2577,197825.36
2578,95392.07
2579,63626.316
2580,79514.695
2581,77942.32
2582,75988.516
2583,249404.95
2584,156566.78
2585,190988.3
2586,163140.64
2587,174800.34
2588,127206.22
2589,141012.73
2590,220016.83
2591,237892.64
2592,246630.03
2593,249313.62
2594,171584.27
2595,216677.06
2596,329627.34
2597,210788.14
2598,276523.8
2599,305769.16
2600,126834.94
2601,144368.61
2602,81993.87
2603,90794.0
2604,78264.766
2605,90885.66
2606,152129.95
2607,159735.05
2608,186853.22
2609,159892.03
2610,110190.64
2611,133698.53
2612,158596.3
2613,131498.14
2614,123666.85
2615,141421.08
2616,135738.72
2617,135141.84
2618,204008.88
2619,180690.31
2620,184491.83
2621,192089.95
2622,192198.8
2623,259158.89
2624,292892.7
2625,352188.6
2626,178044.61
2627,191073.19
2628,419334.62
2629,507545.9
2630,379204.12
2631,456647.38
2632,406224.97
2633,327530.38
2634,382963.06
2635,150035.0
2636,181147.19
2637,168420.28
2638,259131.45
2639,171212.72
2640,150524.3
2641,119288.42
2642,204505.02
2643,102827.66
2644,136326.66
2645,95005.67
2646,90650.29
2647,93244.984
2648,142633.88
2649,145829.44
2650,140830.5
2651,148897.53
2652,417968.75
2653,265417.03
2654,322656.12
2655,351707.97
2656,306483.8
2657,379204.5
2658,319264.97
2659,337032.25
2660,378408.66
2661,344139.1
2662,356017.75
2663,292247.34
2664,288302.6
2665,339368.34
2666,321597.8
2667,170307.77
2668,188376.39
2669,188571.77
2670,279536.16
2671,188376.39
2672,189848.78
2673,199364.38
2674,199720.03
2675,165207.64
2676,181104.36
2677,177493.95
2678,270121.22
2679,283293.66
2680,268637.12
2681,427899.78
2682,330858.47
2683,546022.7
2684,315721.8
2685,337178.53
2686,259136.39
2687,269371.6
2688,224571.19
2689,205730.55
2690,359989.06
2691,187502.28
2692,120092.805
2693,175618.6
2694,114315.35
2695,189831.94
2696,177256.3
2697,195335.17
2698,192652.06
2699,166534.19
2700,169837.89
2701,168197.33
2702,136129.97
2703,124918.45
2704,150565.78
2705,120682.016
2706,121591.19
2707,127281.46
2708,128197.43
2709,118604.86
2710,123484.19
2711,330131.66
2712,357525.0
2713,165209.53
2714,154012.92
2715,181640.73
2716,155930.36
2717,156418.88
2718,252648.98
2719,155728.84
2720,170159.55
2721,143456.2
2722,164544.25
2723,145614.17
2724,117306.5
2725,138019.44
2726,131601.52
2727,173380.0
2728,160722.02
2729,154215.75
2730,140036.31
2731,104580.82
2732,117562.41
2733,154525.5
2734,130943.26
2735,125718.83
2736,145169.5
2737,126171.65
2738,141685.94
2739,164306.53
2740,141872.53
2741,146181.58
2742,169858.47
2743,137323.45
2744,152302.98
2745,148354.8
2746,132893.73
2747,137619.61
2748,125043.6
2749,125337.06
2750,131590.22
2751,109821.15
2752,172937.27
2753,164455.3
2754,155982.86
2755,128151.47
2756,74659.75
2757,78134.11
2758,77355.53
2759,164600.75
2760,136529.77
2761,135517.03
2762,151125.39
2763,170740.84
2764,148465.48
2765,247183.86
2766,139269.31
2767,91048.92
2768,123150.07
2769,139896.95
2770,161968.52
2771,107884.1
2772,121270.875
2773,141598.27
2774,127243.23
2775,133400.52
2776,135688.5
2777,126654.35
2778,110711.516
2779,121941.66
2780,109614.28
2781,83706.71
2782,80762.87
2783,87381.875
2784,121526.39
2785,149310.89
2786,60493.32
2787,113561.58
2788,60444.707
2789,187337.12
2790,85669.29
2791,121932.01
2792,41725.246
2793,163354.1
2794,88776.055
2795,131070.07
2796,92486.266
2797,173423.66
2798,96725.04
2799,122592.3
2800,79889.805
2801,100802.06
2802,117628.46
2803,188502.19
2804,120938.13
2805,91011.59
2806,92842.664
2807,145619.73
2808,139824.4
2809,131063.195
2810,135837.92
2811,150091.67
2812,140769.14
2813,198018.27
2814,175647.06
2815,103708.984
2816,225079.56
2817,153068.77
2818,134173.19
2819,161874.16
2820,124527.24
2821,116103.375
2822,149506.39
2823,278054.94
2824,156842.5
2825,139829.73
2826,141555.73
2827,142590.08
2828,263803.5
2829,209414.02
2830,230337.64
2831,187976.56
2832,218742.28
2833,261592.34
2834,226587.16
2835,221496.84
2836,188518.38
2837,163794.47
2838,158250.77
2839,179132.58
2840,201574.61
2841,206162.64
2842,203164.11
2843,144091.72
2844,149069.16
2845,123713.33
2846,207596.97
2847,188533.66
2848,212018.77
2849,207514.83
2850,263694.3
2851,243129.16
2852,242330.77
2853,238640.45
2854,142604.36
2855,194260.3
2856,208893.42
2857,191704.17
2858,193891.61
2859,135348.47
2860,120603.55
2861,140739.34
2862,191631.06
2863,128681.51
2864,255307.97
2865,144230.98
2866,140416.11
2867,87357.38
2868,145710.02
2869,132922.77
2870,136281.42
2871,121506.805
2872,70323.08
2873,97080.28
2874,135084.38
2875,121829.6
2876,162579.03
2877,131381.19
2878,177367.22
2879,120204.18
2880,103196.055
2881,169275.02
2882,148538.56
2883,189588.6
2884,219246.86
2885,184569.97
2886,204439.89
2887,96530.695
2888,114088.7
2889,69000.87
2890,88488.92
2891,136583.67
2892,29721.086
2893,60571.023
2894,30270.424
2895,283427.7
2896,277258.16
2897,158291.83
2898,148120.4
2899,252491.22
2900,152227.47
2901,185045.12
2902,162879.62
2903,343639.3
2904,309345.12
2905,58398.207
2906,190987.2
2907,116489.336
2908,132567.53
2909,130320.11
2910,76277.27
2911,81993.87
2912,145364.7
2913,83653.64
2914,78264.766
2915,78264.766
2916,83653.64
2917,156885.73
2918,103731.54
2919,228361.9
